Family	Species	Gene
KLMA_50322	Kmarx	KLMA_50322
KLMA_50325	Kmarx	KLMA_50325
KLMA_50326	Kmarx	KLMA_50326
KLMA_50330	Kmarx	KLMA_50330
KLMA_50331	Kmarx	KLMA_50331
KLMA_50332	Kmarx	KLMA_50332
KLMA_50333	Kmarx	KLMA_50333
KLMA_50336	Kmarx	KLMA_50336
KLMA_50337	Kmarx	KLMA_50337
KLMA_50339	Kmarx	KLMA_50339
KLMA_50340	Kmarx	KLMA_50340
KLMA_50342	Kmarx	KLMA_50342
KLMA_50344	Kmarx	KLMA_50344
KLMA_50345	Kmarx	KLMA_50345
KLMA_50347	Kmarx	KLMA_50347
KLMA_50348	Kmarx	KLMA_50348
KLMA_50349	Kmarx	KLMA_50349
KLMA_50350	Kmarx	KLMA_50350
KLMA_50351	Kmarx	KLMA_50351
KLMA_50352	Kmarx	KLMA_50352
KLMA_50353	Kmarx	KLMA_50353
KLMA_50354	Kmarx	KLMA_50354
KLMA_50356	Kmarx	KLMA_50356
KLMA_50357	Kmarx	KLMA_50357
KLMA_50358	Kmarx	KLMA_50358
KLMA_50360	Kmarx	KLMA_50360
KLMA_50361	Kmarx	KLMA_50361
KLMA_50362	Kmarx	KLMA_50362
KLMA_50363	Kmarx	KLMA_50363
KLMA_50364	Kmarx	KLMA_50364
KLMA_50365	Kmarx	KLMA_50365
KLMA_50366	Kmarx	KLMA_50366
KLMA_50368	Kmarx	KLMA_50368
KLMA_50369	Kmarx	KLMA_50369
KLMA_50371	Kmarx	KLMA_50371
KLMA_50373	Kmarx	KLMA_50373
KLMA_50374	Kmarx	KLMA_50374
KLMA_50375	Kmarx	KLMA_50375
KLMA_50376	Kmarx	KLMA_50376
KLMA_50377	Kmarx	KLMA_50377
KLMA_50378	Kmarx	KLMA_50378
KLMA_50379	Kmarx	KLMA_50379
KLMA_50380	Kmarx	KLMA_50380
KLMA_50381	Kmarx	KLMA_50381
KLMA_50382	Kmarx	KLMA_50382
KLMA_50384	Kmarx	KLMA_50384
KLMA_50385	Kmarx	KLMA_50385
KLMA_50386	Kmarx	KLMA_50386
KLMA_50387	Kmarx	KLMA_50387
KLMA_50389	Kmarx	KLMA_50389
KLMA_50390	Kmarx	KLMA_50390
KLMA_50391	Kmarx	KLMA_50391
KLMA_50392	Kmarx	KLMA_50392
KLMA_50393	Kmarx	KLMA_50393
KLMA_50394	Kmarx	KLMA_50394
KLMA_50395	Kmarx	KLMA_50395
KLMA_50396	Kmarx	KLMA_50396
KLMA_50398	Kmarx	KLMA_50398
KLMA_50399	Kmarx	KLMA_50399
KLMA_50400	Kmarx	KLMA_50400
KLMA_50402	Kmarx	KLMA_50402
KLMA_50403	Kmarx	KLMA_50403
KLMA_50404	Kmarx	KLMA_50404
KLMA_50406	Kmarx	KLMA_50406
KLMA_50409	Kmarx	KLMA_50409
KLMA_50411	Kmarx	KLMA_50411
KLMA_50412	Kmarx	KLMA_50412
KLMA_50414	Kmarx	KLMA_50414
KLMA_50415	Kmarx	KLMA_50415
KLMA_50416	Kmarx	KLMA_50416
KLMA_50417	Kmarx	KLMA_50417
KLMA_50418	Kmarx	KLMA_50418
KLMA_50419	Kmarx	KLMA_50419
KLMA_50422	Kmarx	KLMA_50422
KLMA_50424	Kmarx	KLMA_50424
KLMA_50426	Kmarx	KLMA_50426
KLMA_50427	Kmarx	KLMA_50427
KLMA_50428	Kmarx	KLMA_50428
KLMA_50429	Kmarx	KLMA_50429
KLMA_50430	Kmarx	KLMA_50430
KLMA_50431	Kmarx	KLMA_50431
KLMA_50432	Kmarx	KLMA_50432
KLMA_50433	Kmarx	KLMA_50433
KLMA_50434	Kmarx	KLMA_50434
KLMA_50436	Kmarx	KLMA_50436
KLMA_50438	Kmarx	KLMA_50438
KLMA_50439	Kmarx	KLMA_50439
KLMA_50440	Kmarx	KLMA_50440
KLMA_50442	Kmarx	KLMA_50442
KLMA_50443	Kmarx	KLMA_50443
KLMA_50444	Kmarx	KLMA_50444
KLMA_50445	Kmarx	KLMA_50445
KLMA_50446	Kmarx	KLMA_50446
KLMA_50447	Kmarx	KLMA_50447
KLMA_50450	Kmarx	KLMA_50450
KLMA_50452	Kmarx	KLMA_50452
KLMA_50453	Kmarx	KLMA_50453
KLMA_50454	Kmarx	KLMA_50454
KLMA_50455	Kmarx	KLMA_50455
KLMA_50457	Kmarx	KLMA_50457
KLMA_50459	Kmarx	KLMA_50459
KLMA_50461	Kmarx	KLMA_50461
KLMA_50462	Kmarx	KLMA_50462
KLMA_50463	Kmarx	KLMA_50463
KLMA_50465	Kmarx	KLMA_50465
KLMA_50466	Kmarx	KLMA_50466
KLMA_50467	Kmarx	KLMA_50467
KLMA_50468	Kmarx	KLMA_50468
KLMA_50469	Kmarx	KLMA_50469
KLMA_50470	Kmarx	KLMA_50470
KLMA_50471	Kmarx	KLMA_50471
KLMA_50472	Kmarx	KLMA_50472
KLMA_50473	Kmarx	KLMA_50473
KLMA_50475	Kmarx	KLMA_50475
KLMA_50476	Kmarx	KLMA_50476
KLMA_50477	Kmarx	KLMA_50477
KLMA_50478	Kmarx	KLMA_50478
KLMA_50480	Kmarx	KLMA_50480
KLMA_50482	Kmarx	KLMA_50482
KLMA_50483	Kmarx	KLMA_50483
KLMA_50484	Kmarx	KLMA_50484
KLMA_50485	Kmarx	KLMA_50485
KLMA_50486	Kmarx	KLMA_50486
KLMA_50487	Kmarx	KLMA_50487
KLMA_50488	Kmarx	KLMA_50488
KLMA_50489	Kmarx	KLMA_50489
KLMA_50490	Kmarx	KLMA_50490
KLMA_50492	Kmarx	KLMA_50492
KLMA_50493	Kmarx	KLMA_50493
KLMA_50494	Kmarx	KLMA_50494
KLMA_50495	Kmarx	KLMA_50495
KLMA_50496	Kmarx	KLMA_50496
KLMA_50497	Kmarx	KLMA_50497
KLMA_50498	Kmarx	KLMA_50498
KLMA_50500	Kmarx	KLMA_50500
KLMA_50501	Kmarx	KLMA_50501
KLMA_50503	Kmarx	KLMA_50503
KLMA_50504	Kmarx	KLMA_50504
KLMA_50505	Kmarx	KLMA_50505
KLMA_50506	Kmarx	KLMA_50506
KLMA_50507	Kmarx	KLMA_50507
KLMA_50509	Kmarx	KLMA_50509
KLMA_50510	Kmarx	KLMA_50510
KLMA_50511	Kmarx	KLMA_50511
KLMA_50513	Kmarx	KLMA_50513
KLMA_50516	Kmarx	KLMA_50516
KLMA_50517	Kmarx	KLMA_50517
KLMA_50519	Kmarx	KLMA_50519
KLMA_50520	Kmarx	KLMA_50520
KLMA_50522	Kmarx	KLMA_50522
KLMA_50523	Kmarx	KLMA_50523
KLMA_50524	Kmarx	KLMA_50524
KLMA_50525	Kmarx	KLMA_50525
KLMA_50526	Kmarx	KLMA_50526
KLMA_50528	Kmarx	KLMA_50528
KLMA_50530	Kmarx	KLMA_50530
KLMA_50533	Kmarx	KLMA_50533
KLMA_50534	Kmarx	KLMA_50534
KLMA_50535	Kmarx	KLMA_50535
KLMA_50536	Kmarx	KLMA_50536
KLMA_50537	Kmarx	KLMA_50537
KLMA_50546	Kmarx	KLMA_50546
KLMA_50547	Kmarx	KLMA_50547
KLMA_50548	Kmarx	KLMA_50548
KLMA_50549	Kmarx	KLMA_50549
KLMA_50550	Kmarx	KLMA_50550
KLMA_50551	Kmarx	KLMA_50551
KLMA_50553	Kmarx	KLMA_50553
KLMA_50554	Kmarx	KLMA_50554
KLMA_50555	Kmarx	KLMA_50555
KLMA_50556	Kmarx	KLMA_50556
KLMA_50557	Kmarx	KLMA_50557
KLMA_50558	Kmarx	KLMA_50558
KLMA_50559	Kmarx	KLMA_50559
KLMA_50561	Kmarx	KLMA_50561
KLMA_50562	Kmarx	KLMA_50562
KLMA_50563	Kmarx	KLMA_50563
KLMA_50565	Kmarx	KLMA_50565
KLMA_50566	Kmarx	KLMA_50566
KLMA_50567	Kmarx	KLMA_50567
KLMA_50568	Kmarx	KLMA_50568
KLMA_50569	Kmarx	KLMA_50569
KLMA_50570	Kmarx	KLMA_50570
KLMA_50573	Kmarx	KLMA_50573
KLMA_50575	Kmarx	KLMA_50575
KLMA_50576	Kmarx	KLMA_50576
KLMA_50577	Kmarx	KLMA_50577
KLMA_50578	Kmarx	KLMA_50578
KLMA_50579	Kmarx	KLMA_50579
KLMA_50580	Kmarx	KLMA_50580
KLMA_50581	Kmarx	KLMA_50581
KLMA_50582	Kmarx	KLMA_50582
KLMA_50583	Kmarx	KLMA_50583
KLMA_50584	Kmarx	KLMA_50584
KLMA_50585	Kmarx	KLMA_50585
KLMA_50586	Kmarx	KLMA_50586
KLMA_50587	Kmarx	KLMA_50587
KLMA_50588	Kmarx	KLMA_50588
KLMA_50589	Kmarx	KLMA_50589
KLMA_50590	Kmarx	KLMA_50590
KLMA_50591	Kmarx	KLMA_50591
KLMA_50592	Kmarx	KLMA_50592
KLMA_50595	Kmarx	KLMA_50595
KLMA_50596	Kmarx	KLMA_50596
KLMA_50599	Kmarx	KLMA_50599
KLMA_50600	Kmarx	KLMA_50600
KLMA_50603	Kmarx	KLMA_50603
KLMA_50604	Kmarx	KLMA_50604
KLMA_50606	Kmarx	KLMA_50606
KLMA_50607	Kmarx	KLMA_50607
KLMA_50608	Kmarx	KLMA_50608
KLMA_50609	Kmarx	KLMA_50609
KLMA_50611	Kmarx	KLMA_50611
KLMA_50612	Kmarx	KLMA_50612
KLMA_50613	Kmarx	KLMA_50613
KLMA_50614	Kmarx	KLMA_50614
KLMA_50615	Kmarx	KLMA_50615
KLMA_50616	Kmarx	KLMA_50616
KLMA_50618	Kmarx	KLMA_50618
KLMA_50619	Kmarx	KLMA_50619
KLMA_50620	Kmarx	KLMA_50620
KLMA_50621	Kmarx	KLMA_50621
KLMA_50622	Kmarx	KLMA_50622
KLMA_50623	Kmarx	KLMA_50623
KLMA_50625	Kmarx	KLMA_50625
KLMA_50626	Kmarx	KLMA_50626
KLMA_50627	Kmarx	KLMA_50627
KLMA_50628	Kmarx	KLMA_50628
KLMA_50630	Kmarx	KLMA_50630
KLMA_50631	Kmarx	KLMA_50631
KLMA_50632	Kmarx	KLMA_50632
KLMA_50633	Kmarx	KLMA_50633
KLMA_50637	Kmarx	KLMA_50637
KLMA_50638	Kmarx	KLMA_50638
KLMA_60002	Kmarx	KLMA_60002
KLMA_60003	Kmarx	KLMA_60003
KLMA_60008	Kmarx	KLMA_60008
KLMA_60009	Kmarx	KLMA_60009
KLMA_60010	Kmarx	KLMA_60010
KLMA_60012	Kmarx	KLMA_60012
KLMA_60013	Kmarx	KLMA_60013
KLMA_60014	Kmarx	KLMA_60014
KLMA_60015	Kmarx	KLMA_60015
KLMA_60016	Kmarx	KLMA_60016
KLMA_60018	Kmarx	KLMA_60018
KLMA_60019	Kmarx	KLMA_60019
KLMA_60020	Kmarx	KLMA_60020
KLMA_60021	Kmarx	KLMA_60021
KLMA_60022	Kmarx	KLMA_60022
KLMA_60023	Kmarx	KLMA_60023
KLMA_60024	Kmarx	KLMA_60024
KLMA_60025	Kmarx	KLMA_60025
KLMA_60026	Kmarx	KLMA_60026
KLMA_60027	Kmarx	KLMA_60027
KLMA_60028	Kmarx	KLMA_60028
KLMA_60029	Kmarx	KLMA_60029
KLMA_60031	Kmarx	KLMA_60031
KLMA_60032	Kmarx	KLMA_60032
KLMA_60033	Kmarx	KLMA_60033
KLMA_60035	Kmarx	KLMA_60035
KLMA_60036	Kmarx	KLMA_60036
KLMA_60037	Kmarx	KLMA_60037
KLMA_60038	Kmarx	KLMA_60038
KLMA_60041	Kmarx	KLMA_60041
KLMA_60042	Kmarx	KLMA_60042
KLMA_60043	Kmarx	KLMA_60043
KLMA_60044	Kmarx	KLMA_60044
KLMA_60047	Kmarx	KLMA_60047
KLMA_60048	Kmarx	KLMA_60048
KLMA_60050	Kmarx	KLMA_60050
KLMA_60052	Kmarx	KLMA_60052
KLMA_60055	Kmarx	KLMA_60055
KLMA_60056	Kmarx	KLMA_60056
KLMA_60057	Kmarx	KLMA_60057
KLMA_60058	Kmarx	KLMA_60058
KLMA_60059	Kmarx	KLMA_60059
KLMA_60060	Kmarx	KLMA_60060
KLMA_60061	Kmarx	KLMA_60061
KLMA_60062	Kmarx	KLMA_60062
KLMA_60063	Kmarx	KLMA_60063
KLMA_60064	Kmarx	KLMA_60064
KLMA_60065	Kmarx	KLMA_60065
KLMA_60066	Kmarx	KLMA_60066
KLMA_60067	Kmarx	KLMA_60067
KLMA_60068	Kmarx	KLMA_60068
KLMA_60069	Kmarx	KLMA_60069
KLMA_60070	Kmarx	KLMA_60070
KLMA_60071	Kmarx	KLMA_60071
KLMA_60073	Kmarx	KLMA_60073
KLMA_60074	Kmarx	KLMA_60074
KLMA_60075	Kmarx	KLMA_60075
KLMA_60076	Kmarx	KLMA_60076
KLMA_60077	Kmarx	KLMA_60077
KLMA_60078	Kmarx	KLMA_60078
KLMA_60079	Kmarx	KLMA_60079
KLMA_60082	Kmarx	KLMA_60082
KLMA_60085	Kmarx	KLMA_60085
KLMA_60086	Kmarx	KLMA_60086
KLMA_60087	Kmarx	KLMA_60087
KLMA_60088	Kmarx	KLMA_60088
KLMA_60089	Kmarx	KLMA_60089
KLMA_60090	Kmarx	KLMA_60090
KLMA_60091	Kmarx	KLMA_60091
KLMA_60093	Kmarx	KLMA_60093
KLMA_60094	Kmarx	KLMA_60094
KLMA_60095	Kmarx	KLMA_60095
KLMA_60096	Kmarx	KLMA_60096
KLMA_60097	Kmarx	KLMA_60097
KLMA_60099	Kmarx	KLMA_60099
KLMA_60101	Kmarx	KLMA_60101
KLMA_60102	Kmarx	KLMA_60102
KLMA_60103	Kmarx	KLMA_60103
KLMA_60104	Kmarx	KLMA_60104
KLMA_60106	Kmarx	KLMA_60106
KLMA_60107	Kmarx	KLMA_60107
KLMA_60108	Kmarx	KLMA_60108
KLMA_60109	Kmarx	KLMA_60109
KLMA_60110	Kmarx	KLMA_60110
KLMA_60111	Kmarx	KLMA_60111
KLMA_60112	Kmarx	KLMA_60112
KLMA_60113	Kmarx	KLMA_60113
KLMA_60114	Kmarx	KLMA_60114
KLMA_60115	Kmarx	KLMA_60115
KLMA_60116	Kmarx	KLMA_60116
KLMA_60117	Kmarx	KLMA_60117
KLMA_60118	Kmarx	KLMA_60118
KLMA_60120	Kmarx	KLMA_60120
KLMA_60121	Kmarx	KLMA_60121
KLMA_60122	Kmarx	KLMA_60122
KLMA_60125	Kmarx	KLMA_60125
KLMA_60126	Kmarx	KLMA_60126
KLMA_60127	Kmarx	KLMA_60127
KLMA_60128	Kmarx	KLMA_60128
KLMA_60129 KLMA_80119	Kmarx	KLMA_60129 KLMA_80119
KLMA_60130	Kmarx	KLMA_60130
KLMA_60131	Kmarx	KLMA_60131
KLMA_60132	Kmarx	KLMA_60132
KLMA_60133	Kmarx	KLMA_60133
KLMA_60134	Kmarx	KLMA_60134
KLMA_60135	Kmarx	KLMA_60135
KLMA_60136	Kmarx	KLMA_60136
KLMA_60139	Kmarx	KLMA_60139
KLMA_60140	Kmarx	KLMA_60140
KLMA_60141	Kmarx	KLMA_60141
KLMA_60142	Kmarx	KLMA_60142
KLMA_60143	Kmarx	KLMA_60143
KLMA_60144	Kmarx	KLMA_60144
KLMA_60145	Kmarx	KLMA_60145
KLMA_60146	Kmarx	KLMA_60146
KLMA_60149	Kmarx	KLMA_60149
KLMA_60150	Kmarx	KLMA_60150
KLMA_60151	Kmarx	KLMA_60151
KLMA_60152	Kmarx	KLMA_60152
KLMA_60153	Kmarx	KLMA_60153
KLMA_60155	Kmarx	KLMA_60155
KLMA_60156	Kmarx	KLMA_60156
KLMA_60157	Kmarx	KLMA_60157
KLMA_60158	Kmarx	KLMA_60158
KLMA_60160	Kmarx	KLMA_60160
KLMA_60162	Kmarx	KLMA_60162
KLMA_60163	Kmarx	KLMA_60163
KLMA_60164	Kmarx	KLMA_60164
KLMA_60165	Kmarx	KLMA_60165
KLMA_60166	Kmarx	KLMA_60166
KLMA_60167	Kmarx	KLMA_60167
KLMA_60168	Kmarx	KLMA_60168
KLMA_60169	Kmarx	KLMA_60169
KLMA_60171	Kmarx	KLMA_60171
KLMA_60172	Kmarx	KLMA_60172
KLMA_60173	Kmarx	KLMA_60173
KLMA_60175	Kmarx	KLMA_60175
KLMA_60176	Kmarx	KLMA_60176
KLMA_60177	Kmarx	KLMA_60177
KLMA_60178	Kmarx	KLMA_60178
KLMA_60179	Kmarx	KLMA_60179
KLMA_60180	Kmarx	KLMA_60180
KLMA_60182	Kmarx	KLMA_60182
KLMA_60183	Kmarx	KLMA_60183
KLMA_60184	Kmarx	KLMA_60184
KLMA_60187	Kmarx	KLMA_60187
KLMA_60189	Kmarx	KLMA_60189
KLMA_60191	Kmarx	KLMA_60191
KLMA_60192	Kmarx	KLMA_60192
KLMA_60193	Kmarx	KLMA_60193
KLMA_60194	Kmarx	KLMA_60194
KLMA_60196	Kmarx	KLMA_60196
KLMA_60197	Kmarx	KLMA_60197
KLMA_60199	Kmarx	KLMA_60199
KLMA_60203	Kmarx	KLMA_60203
KLMA_60204	Kmarx	KLMA_60204
KLMA_60207	Kmarx	KLMA_60207
KLMA_60208	Kmarx	KLMA_60208
KLMA_60209	Kmarx	KLMA_60209
KLMA_60210	Kmarx	KLMA_60210
KLMA_60212	Kmarx	KLMA_60212
KLMA_60217	Kmarx	KLMA_60217
KLMA_60218	Kmarx	KLMA_60218
KLMA_60219	Kmarx	KLMA_60219
KLMA_60221	Kmarx	KLMA_60221
KLMA_60223	Kmarx	KLMA_60223
KLMA_60225	Kmarx	KLMA_60225
KLMA_60226	Kmarx	KLMA_60226
KLMA_60227	Kmarx	KLMA_60227
KLMA_60229	Kmarx	KLMA_60229
KLMA_60230	Kmarx	KLMA_60230
KLMA_60232	Kmarx	KLMA_60232
KLMA_60233	Kmarx	KLMA_60233
KLMA_60234	Kmarx	KLMA_60234
KLMA_60235	Kmarx	KLMA_60235
KLMA_60236	Kmarx	KLMA_60236
KLMA_60237	Kmarx	KLMA_60237
KLMA_60239	Kmarx	KLMA_60239
KLMA_60240	Kmarx	KLMA_60240
KLMA_60242	Kmarx	KLMA_60242
KLMA_60243	Kmarx	KLMA_60243
KLMA_60244	Kmarx	KLMA_60244
KLMA_60245	Kmarx	KLMA_60245
KLMA_60246	Kmarx	KLMA_60246
KLMA_60247	Kmarx	KLMA_60247
KLMA_60248	Kmarx	KLMA_60248
KLMA_60250	Kmarx	KLMA_60250
KLMA_60251	Kmarx	KLMA_60251
KLMA_60252	Kmarx	KLMA_60252
KLMA_60253	Kmarx	KLMA_60253
KLMA_60254	Kmarx	KLMA_60254
KLMA_60256	Kmarx	KLMA_60256
KLMA_60257	Kmarx	KLMA_60257
KLMA_60258	Kmarx	KLMA_60258
KLMA_60259	Kmarx	KLMA_60259
KLMA_60260	Kmarx	KLMA_60260
KLMA_60261	Kmarx	KLMA_60261
KLMA_60263	Kmarx	KLMA_60263
KLMA_60265	Kmarx	KLMA_60265
KLMA_60266	Kmarx	KLMA_60266
KLMA_60267	Kmarx	KLMA_60267
KLMA_60271	Kmarx	KLMA_60271
KLMA_60272	Kmarx	KLMA_60272
KLMA_60274	Kmarx	KLMA_60274
KLMA_60275	Kmarx	KLMA_60275
KLMA_60276	Kmarx	KLMA_60276
KLMA_60277	Kmarx	KLMA_60277
KLMA_60278	Kmarx	KLMA_60278
KLMA_60279	Kmarx	KLMA_60279
KLMA_60280	Kmarx	KLMA_60280
KLMA_60281	Kmarx	KLMA_60281
KLMA_60282	Kmarx	KLMA_60282
KLMA_60283	Kmarx	KLMA_60283
KLMA_60284	Kmarx	KLMA_60284
KLMA_60286	Kmarx	KLMA_60286
KLMA_60287	Kmarx	KLMA_60287
KLMA_60288	Kmarx	KLMA_60288
KLMA_60289	Kmarx	KLMA_60289
KLMA_60290	Kmarx	KLMA_60290
KLMA_60291	Kmarx	KLMA_60291
KLMA_60292	Kmarx	KLMA_60292
KLMA_60294	Kmarx	KLMA_60294
KLMA_60295	Kmarx	KLMA_60295
KLMA_60296	Kmarx	KLMA_60296
KLMA_60297	Kmarx	KLMA_60297
KLMA_60298	Kmarx	KLMA_60298
KLMA_60300	Kmarx	KLMA_60300
KLMA_60301	Kmarx	KLMA_60301
KLMA_60303	Kmarx	KLMA_60303
KLMA_60304	Kmarx	KLMA_60304
KLMA_60305	Kmarx	KLMA_60305
KLMA_60308	Kmarx	KLMA_60308
KLMA_60310	Kmarx	KLMA_60310
KLMA_60311	Kmarx	KLMA_60311
KLMA_60312	Kmarx	KLMA_60312
KLMA_60314	Kmarx	KLMA_60314
KLMA_60315	Kmarx	KLMA_60315
KLMA_60316	Kmarx	KLMA_60316
KLMA_60317	Kmarx	KLMA_60317
KLMA_60318	Kmarx	KLMA_60318
KLMA_60320	Kmarx	KLMA_60320
KLMA_60321	Kmarx	KLMA_60321
KLMA_60322	Kmarx	KLMA_60322
KLMA_60324	Kmarx	KLMA_60324
KLMA_60325	Kmarx	KLMA_60325
KLMA_60327	Kmarx	KLMA_60327
KLMA_60328	Kmarx	KLMA_60328
KLMA_60329	Kmarx	KLMA_60329
KLMA_60331	Kmarx	KLMA_60331
KLMA_60332	Kmarx	KLMA_60332
KLMA_60334	Kmarx	KLMA_60334
KLMA_60335	Kmarx	KLMA_60335
KLMA_60336	Kmarx	KLMA_60336
KLMA_60338	Kmarx	KLMA_60338
KLMA_60339	Kmarx	KLMA_60339
KLMA_60340	Kmarx	KLMA_60340
KLMA_60341	Kmarx	KLMA_60341
KLMA_60342	Kmarx	KLMA_60342
KLMA_60343	Kmarx	KLMA_60343
KLMA_60344	Kmarx	KLMA_60344
KLMA_60345	Kmarx	KLMA_60345
KLMA_60346	Kmarx	KLMA_60346
KLMA_60347	Kmarx	KLMA_60347
KLMA_60349	Kmarx	KLMA_60349
KLMA_60350	Kmarx	KLMA_60350
KLMA_60351	Kmarx	KLMA_60351
KLMA_60354	Kmarx	KLMA_60354
KLMA_60356	Kmarx	KLMA_60356
KLMA_60357	Kmarx	KLMA_60357
KLMA_60358	Kmarx	KLMA_60358
KLMA_60359	Kmarx	KLMA_60359
KLMA_60360	Kmarx	KLMA_60360
KLMA_60361	Kmarx	KLMA_60361
KLMA_60362	Kmarx	KLMA_60362
KLMA_60364	Kmarx	KLMA_60364
KLMA_60369	Kmarx	KLMA_60369
KLMA_60370	Kmarx	KLMA_60370
KLMA_60371	Kmarx	KLMA_60371
KLMA_60372	Kmarx	KLMA_60372
KLMA_60373	Kmarx	KLMA_60373
KLMA_60374	Kmarx	KLMA_60374
KLMA_60376	Kmarx	KLMA_60376
KLMA_60377	Kmarx	KLMA_60377
KLMA_60378	Kmarx	KLMA_60378
KLMA_60379	Kmarx	KLMA_60379
KLMA_60380	Kmarx	KLMA_60380
KLMA_60381	Kmarx	KLMA_60381
KLMA_60383	Kmarx	KLMA_60383
KLMA_60385	Kmarx	KLMA_60385
KLMA_60386	Kmarx	KLMA_60386
KLMA_60387	Kmarx	KLMA_60387
KLMA_60389	Kmarx	KLMA_60389
KLMA_60390	Kmarx	KLMA_60390
KLMA_60391	Kmarx	KLMA_60391
KLMA_60393	Kmarx	KLMA_60393
KLMA_60395	Kmarx	KLMA_60395
KLMA_60396	Kmarx	KLMA_60396
KLMA_60397	Kmarx	KLMA_60397
KLMA_60399	Kmarx	KLMA_60399
KLMA_60400	Kmarx	KLMA_60400
KLMA_60401	Kmarx	KLMA_60401
KLMA_60402	Kmarx	KLMA_60402
KLMA_60403	Kmarx	KLMA_60403
KLMA_60406	Kmarx	KLMA_60406
KLMA_60407	Kmarx	KLMA_60407
KLMA_60408	Kmarx	KLMA_60408
KLMA_60409	Kmarx	KLMA_60409
KLMA_60410	Kmarx	KLMA_60410
KLMA_60411	Kmarx	KLMA_60411
KLMA_60412	Kmarx	KLMA_60412
KLMA_60414	Kmarx	KLMA_60414
KLMA_60417	Kmarx	KLMA_60417
KLMA_60418	Kmarx	KLMA_60418
KLMA_60419	Kmarx	KLMA_60419
KLMA_60420	Kmarx	KLMA_60420
KLMA_60422	Kmarx	KLMA_60422
KLMA_60423	Kmarx	KLMA_60423
KLMA_60424	Kmarx	KLMA_60424
KLMA_60425	Kmarx	KLMA_60425
KLMA_60427	Kmarx	KLMA_60427
KLMA_60428	Kmarx	KLMA_60428
KLMA_60429	Kmarx	KLMA_60429
KLMA_60430	Kmarx	KLMA_60430
KLMA_60431	Kmarx	KLMA_60431
KLMA_60432	Kmarx	KLMA_60432
KLMA_60433	Kmarx	KLMA_60433
KLMA_60434	Kmarx	KLMA_60434
KLMA_60435	Kmarx	KLMA_60435
KLMA_60437	Kmarx	KLMA_60437
KLMA_60438	Kmarx	KLMA_60438
KLMA_60439	Kmarx	KLMA_60439
KLMA_60441	Kmarx	KLMA_60441
KLMA_60442	Kmarx	KLMA_60442
KLMA_60443	Kmarx	KLMA_60443
KLMA_60444	Kmarx	KLMA_60444
KLMA_60445	Kmarx	KLMA_60445
KLMA_60446	Kmarx	KLMA_60446
KLMA_60447	Kmarx	KLMA_60447
KLMA_60448	Kmarx	KLMA_60448
KLMA_60449	Kmarx	KLMA_60449
KLMA_60451	Kmarx	KLMA_60451
KLMA_60452	Kmarx	KLMA_60452
KLMA_60454	Kmarx	KLMA_60454
KLMA_60455	Kmarx	KLMA_60455
KLMA_60456	Kmarx	KLMA_60456
KLMA_60457	Kmarx	KLMA_60457
KLMA_60458	Kmarx	KLMA_60458
KLMA_60459	Kmarx	KLMA_60459
KLMA_60460	Kmarx	KLMA_60460
KLMA_60461	Kmarx	KLMA_60461
KLMA_60462	Kmarx	KLMA_60462
KLMA_60463	Kmarx	KLMA_60463
KLMA_60464	Kmarx	KLMA_60464
KLMA_60465	Kmarx	KLMA_60465
KLMA_60468	Kmarx	KLMA_60468
KLMA_60469	Kmarx	KLMA_60469
KLMA_60470	Kmarx	KLMA_60470
KLMA_60471	Kmarx	KLMA_60471
KLMA_60472	Kmarx	KLMA_60472
KLMA_60473	Kmarx	KLMA_60473
KLMA_60474	Kmarx	KLMA_60474
KLMA_60476	Kmarx	KLMA_60476
KLMA_60477	Kmarx	KLMA_60477
KLMA_60482	Kmarx	KLMA_60482
KLMA_60483	Kmarx	KLMA_60483
KLMA_60484	Kmarx	KLMA_60484
KLMA_60486	Kmarx	KLMA_60486
KLMA_60487	Kmarx	KLMA_60487
KLMA_60491	Kmarx	KLMA_60491
KLMA_60493	Kmarx	KLMA_60493
KLMA_60494	Kmarx	KLMA_60494
KLMA_60495	Kmarx	KLMA_60495
KLMA_60497	Kmarx	KLMA_60497
KLMA_60499	Kmarx	KLMA_60499
KLMA_60501	Kmarx	KLMA_60501
KLMA_60502	Kmarx	KLMA_60502
KLMA_60503	Kmarx	KLMA_60503
KLMA_60504	Kmarx	KLMA_60504
KLMA_60505	Kmarx	KLMA_60505
KLMA_60506	Kmarx	KLMA_60506
KLMA_60507	Kmarx	KLMA_60507
KLMA_60508	Kmarx	KLMA_60508
KLMA_60509	Kmarx	KLMA_60509
KLMA_60510	Kmarx	KLMA_60510
KLMA_60511	Kmarx	KLMA_60511
KLMA_60512	Kmarx	KLMA_60512
KLMA_60514	Kmarx	KLMA_60514
KLMA_60515	Kmarx	KLMA_60515
KLMA_60516	Kmarx	KLMA_60516
KLMA_60519	Kmarx	KLMA_60519
KLMA_60520	Kmarx	KLMA_60520
KLMA_60522	Kmarx	KLMA_60522
KLMA_60523	Kmarx	KLMA_60523
KLMA_60524	Kmarx	KLMA_60524
KLMA_60525	Kmarx	KLMA_60525
KLMA_60526	Kmarx	KLMA_60526
KLMA_60527	Kmarx	KLMA_60527
KLMA_60528	Kmarx	KLMA_60528
KLMA_60529	Kmarx	KLMA_60529
KLMA_60531	Kmarx	KLMA_60531
KLMA_60532	Kmarx	KLMA_60532
